filename	read_id	run_id	channel	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	num_called_template	sequence_length_template	mean_qscore_template	strand_score_template	calibration_strand_genome_template	calibration_strand_identity_template	calibration_strand_accuracy_template	calibration_strand_speed_bps_template
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_62_ch_129_strand.fast5	168a408b-e57a-40a6-bf52-862c6c96d942	c658a0f770028f020749390debc1a174a1c83146	129	61.07669	1.09778	760	True	0.17331	760	0.92447	760	431	8.373	-0.6665	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_62_ch_13_strand.fast5	1dbada4b-6469-481e-80aa-a3b725315e31	c658a0f770028f020749390debc1a174a1c83146	13	68.41052	2.06574	1576	True	0.11255	1576	1.95319	1576	788	7.57	-0.8562	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_62_ch_133_strand.fast5	8ae6dfef-72dc-447d-8f2e-b7ce3746eaa6	c658a0f770028f020749390debc1a174a1c83146	133	88.30744	1.35774	1041	True	0.11836	1041	1.23938	1041	633	7.45	-0.8242	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_62_ch_156_strand.fast5	3a3728ce-6aa5-448d-bc4a-990f88924d02	c658a0f770028f020749390debc1a174a1c83146	156	68.1997	1.40372	1032	True	0.17331	1032	1.23041	1032	474	8.524	-0.5552	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_62_ch_196_strand.fast5	4f3097bf-a2ab-4df4-96e9-2042065e5d32	c658a0f770028f020749390debc1a174a1c83146	196	66.81972	1.21863	866	True	0.17447	866	1.04416	866	465	8.544	-0.6106	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_62_ch_257_strand.fast5	8f5a091f-bd0a-42b8-a1d7-bc059767fc7d	c658a0f770028f020749390debc1a174a1c83146	257	63.3994	1.39641	1120	True	0.04216	1120	1.35425	1120	642	7.529	-0.8125	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_62_ch_197_strand.fast5	9acece72-57b1-478c-bc4d-45232859c654	c658a0f770028f020749390debc1a174a1c83146	197	79.10525	2.04631	1708	True	0	1708	2.04631	1708	821	7.503	-0.9641	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_62_ch_407_strand.fast5	4cdfc12f-4006-4d97-b0cd-f0495cf412ee	c658a0f770028f020749390debc1a174a1c83146	407	84.21116	2.22012	1770	True	0	1770	2.22012	1770	832	7.976	-0.9061	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_62_ch_405_strand.fast5	a5bb4fc4-5854-487f-8f01-5d42d726e84e	c658a0f770028f020749390debc1a174a1c83146	405	78.48523	1.0913	861	True	0.05926	861	1.03204	861	506	7.272	-1.0014	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_62_ch_364_strand.fast5	d62f6730-0ddd-4d1c-b769-ab2b7125fafd	c658a0f770028f020749390debc1a174a1c83146	364	72.10292	1.97958	1536	True	0.08981	1536	1.88977	1536	799	7.662	-0.8357	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_62_ch_399_strand.fast5	f2ced315-b929-4e83-b926-a35938b22066	c658a0f770028f020749390debc1a174a1c83146	399	87.79648	2.59562	1912	True	0.24419	1912	2.35143	1912	1107	9.34	-0.519	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_62_ch_465_strand.fast5	1358f380-a764-4ce9-bbc5-c7edb9eacf30	c658a0f770028f020749390debc1a174a1c83146	465	81.73572	1.77108	1276	True	0.22112	1276	1.54997	1276	746	8.044	-0.7579	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_62_ch_471_strand.fast5	8a846ee3-ea51-46d3-8f62-34b8119ba26e	c658a0f770028f020749390debc1a174a1c83146	471	82.43725	2.46331	1663	True	0.45601	1663	2.0073	1663	943	7.61	-0.8229	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_62_ch_4_strand.fast5	a57954a9-b44c-425d-8d1a-def1bf5ac8db	c658a0f770028f020749390debc1a174a1c83146	4	82.08516	2.36703	1916	True	0.07802	1916	2.28901	1916	1066	7.348	-0.8372	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_62_ch_414_strand.fast5	c73a2da7-ace4-4d28-8078-51794ac1a6a8	c658a0f770028f020749390debc1a174a1c83146	414	87.36521	1.48722	1115	True	0.10691	1115	1.38031	1115	658	7.149	-0.8958	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_62_ch_409_strand.fast5	d5dbb6f0-188e-4998-9fdf-35811e4568f1	c658a0f770028f020749390debc1a174a1c83146	409	73.2417	1.56076	1247	True	0	1247	1.56076	1247	743	8.531	-0.6037	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_62_ch_92_strand.fast5	4b57c000-88df-4283-94b6-6afcaa643ca1	c658a0f770028f020749390debc1a174a1c83146	92	71.82039	3.61554	2969	True	0.12185	2969	3.49369	2969	1788	9.431	-0.5734	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_63_ch_127_strand.fast5	5bc065e2-cde8-4bfc-8a66-f21a7c309e1b	c658a0f770028f020749390debc1a174a1c83146	127	87.30611	1.39625	778	True	0.44754	778	0.94871	778	441	8.265	-0.7239	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_63_ch_134_strand.fast5	8372167d-a8e0-46df-802e-277a896bd9cb	c658a0f770028f020749390debc1a174a1c83146	134	84.17165	1.72593	1259	True	0.2178	1259	1.50813	1259	641	8.614	-0.6632	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_63_ch_112_strand.fast5	8db7cf9e-67f4-4022-b6de-64e85779ac62	c658a0f770028f020749390debc1a174a1c83146	112	92.58499	2.04465	1429	True	0.27888	1429	1.76577	1429	797	9.824	-0.472	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_63_ch_121_strand.fast5	ba0355c7-d0a1-44b2-a527-81b22d415693	c658a0f770028f020749390debc1a174a1c83146	121	86.43443	1.28038	1070	True	0.02125	1070	1.25913	1070	713	7.012	-0.9414	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_63_ch_123_strand.fast5	d3bf8636-b56d-4086-bc52-af8bed0a61f5	c658a0f770028f020749390debc1a174a1c83146	123	69.52158	1.99253	1526	True	0.17214	1526	1.82039	1526	839	8.882	-0.5873	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_63_ch_223_strand.fast5	876fddae-b35e-4198-9c84-2dec85d427cf	c658a0f770028f020749390debc1a174a1c83146	223	73.98523	1.48589	1117	True	0.13313	1117	1.35276	1117	676	8.079	-0.6862	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_63_ch_145_strand.fast5	90752feb-c279-4ece-845a-33d2b90a2b70	c658a0f770028f020749390debc1a174a1c83146	145	68.44854	1.06823	667	True	0.23141	667	0.83682	667	371	7.169	-0.8092	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_63_ch_195_strand.fast5	fd59244c-7404-4112-8a98-a6a9ace625c7	c658a0f770028f020749390debc1a174a1c83146	195	81.03054	2.76361	1999	True	0.26079	1999	2.50282	1999	1132	9.554	-0.4712	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_63_ch_349_strand.fast5	050e8027-4d67-4b53-8551-3c858481587d	c658a0f770028f020749390debc1a174a1c83146	349	71.38164	2.13463	1719	True	0.04714	1719	2.08748	1719	943	8.567	-0.6464	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_63_ch_461_strand.fast5	1967310c-2f22-425b-91b3-531a5c7dd46e	c658a0f770028f020749390debc1a174a1c83146	461	73.92463	1.84462	1500	True	0	1500	1.84462	1500	821	8.49	-0.7992	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_64_ch_12_strand.fast5	67a9b04f-dd12-4cff-ab8f-4d7320f20bbc	c658a0f770028f020749390debc1a174a1c83146	12	92.93127	1.68941	1421	True	0.01577	1421	1.67364	1421	812	7.016	-0.9526	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_63_ch_423_strand.fast5	a999e9f2-3ffd-442f-9c69-bbf79f8a924f	c658a0f770028f020749390debc1a174a1c83146	423	92.3745	2.03503	1626	True	0.08865	1626	1.94638	1626	892	7.72	-0.8056	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_64_ch_129_strand.fast5	a9b17d72-636b-4763-83ff-6043c8b19184	c658a0f770028f020749390debc1a174a1c83146	129	62.71464	1.64957	1226	True	0.16135	1226	1.48821	1226	666	8.142	-0.7065	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_64_ch_156_strand.fast5	86d8542d-c1bb-4edc-8968-0a7524c52dfb	c658a0f770028f020749390debc1a174a1c83146	156	70.36039	2.27058	1882	True	0.01926	1882	2.25133	1882	1018	7.285	-0.816	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_64_ch_137_strand.fast5	a2be1751-7850-4a97-8f70-94f036b12f26	c658a0f770028f020749390debc1a174a1c83146	137	85.15754	1.71448	1298	True	0.15837	1298	1.55611	1298	715	8.366	-0.648	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_64_ch_196_strand.fast5	c9ab5a1c-46ec-4f97-b11f-20f56b0d36fc	c658a0f770028f020749390debc1a174a1c83146	196	68.22361	1.71431	1378	True	0.01926	1378	1.69505	1378	719	8.522	-0.6253	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_64_ch_401_strand.fast5	1077aabc-b041-4138-88e6-4ad24ef06ab1	c658a0f770028f020749390debc1a174a1c83146	401	90.88479	1.62699	1274	True	0.11471	1274	1.51228	1274	770	7.538	-0.7708	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_64_ch_402_strand.fast5	18972918-ca57-4503-9434-e79f11e51dec	c658a0f770028f020749390debc1a174a1c83146	402	88.97377	1.81989	1066	True	0.5093	1066	1.31059	1066	625	9.325	-0.4838	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_64_ch_389_strand.fast5	38edb851-6550-4a36-b1aa-fc7d9e8d915b	c658a0f770028f020749390debc1a174a1c83146	389	84.20601	2.28536	1762	True	0.17065	1762	2.11471	1762	848	8.029	-0.7676	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_64_ch_39_strand.fast5	c27cf727-cca9-4140-8539-53f0b78a06ac	c658a0f770028f020749390debc1a174a1c83146	39	78.84944	1.43675	966	True	0.25681	966	1.17995	966	434	8.426	-0.6866	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_64_ch_396_strand.fast5	f33a70bf-c65c-440e-8f9a-0338b6f05848	c658a0f770028f020749390debc1a174a1c83146	396	88.91584	1.42297	1116	True	0.09628	1116	1.32669	1116	658	7.072	-0.9037	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_64_ch_450_strand.fast5	abd9f1e3-81e0-4918-969c-e9dd2eace9a5	c658a0f770028f020749390debc1a174a1c83146	450	52.04781	1.74784	1366	True	0.14392	1366	1.60392	1366	799	7.379	-0.89	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_64_ch_407_strand.fast5	cef15df2-f2af-405a-8b15-ff1051c07e9d	c658a0f770028f020749390debc1a174a1c83146	407	86.4409	2.01394	1625	True	0.01992	1625	1.99402	1625	905	9.163	-0.5755	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_65_ch_145_strand.fast5	32fcc3bf-33a6-495e-a0f5-116b33ff6b3e	c658a0f770028f020749390debc1a174a1c83146	145	73.9004	1.30511	854	True	0.28436	854	1.02075	854	498	8.762	-0.5723	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_65_ch_223_strand.fast5	3b0a1739-66c6-4468-b6b8-ba5937644121	c658a0f770028f020749390debc1a174a1c83146	223	76.29781	1.67762	1340	True	0.08433	1340	1.59329	1340	757	7.163	-0.9467	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_65_ch_214_strand.fast5	8b4a9445-fcdf-4ca2-acb5-ec5b08b4ad7a	c658a0f770028f020749390debc1a174a1c83146	214	68.78984	1.42629	989	True	0.2427	989	1.1836	989	573	7.025	-0.96	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_65_ch_134_strand.fast5	962faee4-ea32-4d79-903a-e844f34bc3fe	c658a0f770028f020749390debc1a174a1c83146	134	85.917	1.52191	1141	True	0.13878	1141	1.38313	1141	652	7.99	-0.7293	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_65_ch_147_strand.fast5	9cc9d17e-390e-4db3-a30d-32dcf341683f	c658a0f770028f020749390debc1a174a1c83146	147	88.65837	2.20999	1643	True	0.21746	1643	1.99253	1643	818	8.048	-0.75	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_65_ch_330_strand.fast5	71c90027-774c-4cdf-a581-d691f19d1ce1	c658a0f770028f020749390debc1a174a1c83146	330	75.76992	1.52922	954	True	0.36238	954	1.16683	954	518	8.237	-0.6005	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_65_ch_277_strand.fast5	b30bbc48-167c-4a3d-a8f9-438b23d5bb01	c658a0f770028f020749390debc1a174a1c83146	277	68.74651	1.63994	1164	True	0.23622	1164	1.40372	1164	699	7.133	-0.876	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_65_ch_326_strand.fast5	c0ab5e57-373c-47a0-a00d-35bdf7a6558b	c658a0f770028f020749390debc1a174a1c83146	326	93.16401	1.9082	1558	True	0	1558	1.9082	1558	675	8.129	-1.0195	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_65_ch_423_strand.fast5	0bd36bfa-89bf-4172-ba9f-77edbf5d442d	c658a0f770028f020749390debc1a174a1c83146	423	94.42015	1.6426	1283	True	0.10906	1283	1.53353	1283	806	8.974	-0.5781	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_65_ch_467_strand.fast5	1b105349-cc17-424f-a5b5-5e054e773f93	c658a0f770028f020749390debc1a174a1c83146	467	79.18576	1.27141	951	True	0.11786	951	1.15355	951	550	8.407	-0.6657	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_65_ch_476_strand.fast5	7b50a381-a686-4043-8bda-d250494612be	c658a0f770028f020749390debc1a174a1c83146	476	93.44721	1.47776	1199	True	0.01295	1199	1.46481	1199	572	8.038	-0.6648	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_66_ch_129_strand.fast5	cce97158-a20e-43e1-9f22-fba8a322b3e2	c658a0f770028f020749390debc1a174a1c83146	129	64.58831	1.88795	1229	True	0.37782	1229	1.51013	1229	739	7.353	-0.8527	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_66_ch_196_strand.fast5	62ec7594-57cb-4faa-ab0f-20f4578ce4eb	c658a0f770028f020749390debc1a174a1c83146	196	70.3345	2.24037	1697	True	0.19588	1697	2.04449	1697	1003	10.156	-0.4937	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_66_ch_17_strand.fast5	96e6653a-8b38-44e1-a379-3974c2240c89	c658a0f770028f020749390debc1a174a1c83146	17	82.51278	1.12135	701	True	0.27125	701	0.8501	701	400	8.868	-0.5574	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_66_ch_198_strand.fast5	e28396c1-5272-4d7e-b288-a608a4b80799	c658a0f770028f020749390debc1a174a1c83146	198	87.11902	1.94406	1474	True	0.21282	1474	1.73124	1474	930	8.423	-0.7106	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_66_ch_388_strand.fast5	308ccdac-f53f-4638-92e1-c1577f2746bb	c658a0f770028f020749390debc1a174a1c83146	388	84.69705	2.9331	2350	True	0.08649	2350	2.84661	2350	1368	7.415	-0.8265	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_66_ch_409_strand.fast5	3e653307-dd00-40e1-aa28-40be000c0361	c658a0f770028f020749390debc1a174a1c83146	409	78.00647	1.46713	1178	True	0	1178	1.46713	1178	689	7.241	-1.032	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_66_ch_395_strand.fast5	5c777171-3a66-4351-be3b-8ee7c258d52f	c658a0f770028f020749390debc1a174a1c83146	395	92.49967	1.05461	833	True	0.02955	833	1.02507	833	450	8.721	-0.621	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_66_ch_351_strand.fast5	f832e0fb-d34d-4803-9728-87e85281c730	c658a0f770028f020749390debc1a174a1c83146	351	82.70551	2.18775	1654	True	0.19572	1654	1.99203	1654	933	8.327	-0.7389	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_66_ch_450_strand.fast5	052561f8-f5f8-41d4-a0b6-1988dd2080e4	c658a0f770028f020749390debc1a174a1c83146	450	58.36388	1.09877	708	True	0.21232	708	0.88645	708	400	8.534	-0.5475	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_66_ch_81_strand.fast5	b1eb1ab1-798c-4d8a-9f39-89f193f6db3d	c658a0f770028f020749390debc1a174a1c83146	81	85.20319	1.54167	1169	True	0.14143	1169	1.40023	1169	691	7.379	-0.8816	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_66_ch_449_strand.fast5	d92cac3a-ae54-40bc-9f82-e3f4556547c1	c658a0f770028f020749390debc1a174a1c83146	449	88.78038	1.43011	1153	True	0.03868	1153	1.39143	1153	646	7.303	-0.8319	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_67_ch_224_strand.fast5	84c32761-d0e9-42e2-bf53-50a40f37401c	c658a0f770028f020749390debc1a174a1c83146	224	82.86205	1.63098	1163	True	0.21165	1163	1.41932	1163	617	7.628	-0.7676	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_67_ch_147_strand.fast5	c4748e30-4882-42fe-89b8-3ff346a48c81	c658a0f770028f020749390debc1a174a1c83146	147	94.67563	1.44107	1175	True	0.02556	1175	1.4155	1175	651	7.371	-0.9029	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_67_ch_347_strand.fast5	6392fc5a-81ea-4a48-a59f-dce9a6ecc0ca	c658a0f770028f020749390debc1a174a1c83146	347	73.35691	2.07553	1566	True	0.13795	1566	1.93758	1566	755	8.031	-0.7573	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_67_ch_330_strand.fast5	8448ddcf-95c3-4d31-8fe7-3bdf83c939d7	c658a0f770028f020749390debc1a174a1c83146	330	80.16849	1.4839	1199	True	0.02058	1199	1.46331	1199	657	7.292	-0.8827	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_67_ch_348_strand.fast5	e8db6af1-c953-4ffc-b8b0-9084640de4a4	c658a0f770028f020749390debc1a174a1c83146	348	74.57454	1.56906	1169	True	0.15704	1169	1.41202	1169	652	9.794	-0.4684	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_67_ch_9_strand.fast5	213c34a9-2041-4c06-95aa-6132e8cd4e14	c658a0f770028f020749390debc1a174a1c83146	9	86.76461	1.35707	874	True	0.26179	874	1.09529	874	468	8.344	-0.6422	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_68_ch_138_strand.fast5	9719d56f-6382-4875-8e18-51d7ef96f0b0	c658a0f770028f020749390debc1a174a1c83146	138	68.31059	1.56507	1238	True	0.07337	1238	1.4917	1238	681	7.801	-0.7689	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_68_ch_28_strand.fast5	32a520fa-ed22-4886-a293-4627ef6831dc	c658a0f770028f020749390debc1a174a1c83146	28	77.30196	2.40106	1869	True	0.14708	1869	2.25398	1869	961	7.463	-0.7881	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_68_ch_203_strand.fast5	9cbdbbeb-4d70-417f-a66d-050027f0ecf3	c658a0f770028f020749390debc1a174a1c83146	203	67.50365	1.85259	1276	True	0.28752	1276	1.56507	1276	790	8.856	-0.5748	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_68_ch_13_strand.fast5	ab29d834-1dd4-4014-a251-9c9272a0f1b2	c658a0f770028f020749390debc1a174a1c83146	13	79.80561	1.54681	1263	True	0.01145	1263	1.53536	1263	734	7.668	-0.777	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_68_ch_156_strand.fast5	ccfa5454-3585-4ca2-acd4-3e397afeb9cc	c658a0f770028f020749390debc1a174a1c83146	156	73.86786	6.00183	4769	True	0.19555	4769	5.80627	4769	1477	7.943	-0.8096	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_68_ch_197_strand.fast5	e2f8360d-9f56-4153-9ca6-c46706cca42b	c658a0f770028f020749390debc1a174a1c83146	197	85.47062	3.71896	2932	True	0.12135	2932	3.59761	2932	1634	7.085	-0.9606	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_68_ch_92_strand.fast5	51872dcb-8a2e-44df-b69b-30f6b4586c37	c658a0f770028f020749390debc1a174a1c83146	92	79.98406	1.7163	1067	True	0.42961	1067	1.28669	1067	581	8.086	-0.7058	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_68_ch_414_strand.fast5	b5a62834-90b6-4f8e-81a9-781830a3c6d9	c658a0f770028f020749390debc1a174a1c83146	414	90.82254	1.95385	1236	True	0.43509	1236	1.51876	1236	722	9.193	-0.5634	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_68_ch_389_strand.fast5	bb6c2a49-1b54-4ed3-a34e-7efffe398d09	c658a0f770028f020749390debc1a174a1c83146	389	93.78702	1.69837	1423	True	0	1423	1.69837	1423	606	7.605	-0.9025	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_69_ch_123_strand.fast5	13a47f83-2eef-4fbb-b7c8-b31b03f86152	c658a0f770028f020749390debc1a174a1c83146	123	72.75598	1.96813	1445	True	0.22477	1445	1.74336	1445	737	8.761	-0.6301	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_69_ch_223_strand.fast5	30c44a30-1da4-45ed-8d9a-91a28e41905b	c658a0f770028f020749390debc1a174a1c83146	223	78.14807	1.88712	1537	True	0.04316	1537	1.84396	1537	781	7.834	-0.7536	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_69_ch_195_strand.fast5	9d67c86d-4193-4029-97f7-264eb6f02d13	c658a0f770028f020749390debc1a174a1c83146	195	86.14641	1.30578	1069	True	0	1069	1.30578	1069	501	8.824	-0.8138	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_69_ch_127_strand.fast5	f6935ae4-76cf-4773-8585-5554e65041a2	c658a0f770028f020749390debc1a174a1c83146	127	90.9072	1.03503	708	True	0.16501	708	0.87002	708	409	8.745	-0.6243	filtered_out	-1	-1	0
